GeoName,Region,GeoScale,OceanSect_ID,OceanSector,Year, Employment , GrossReceipts 
New York - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2009," 5,479 "," 226,144,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2010," 5,387 "," 216,174,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2011," 5,645 "," 225,008,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2012," 4,406 "," 196,621,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2013," 3,948 "," 192,480,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2014," 4,206 "," 211,544,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2005," 1,870 "," 112,691,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2006," 1,849 "," 114,617,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2007," 3,378 "," 149,650,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2008," 3,343 "," 148,599,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2009," 3,151 "," 129,541,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2010," 3,271 "," 142,463,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2011," 3,020 "," 141,539,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2012," 2,660 "," 138,253,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2013," 2,790 "," 136,079,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2014," 3,181 "," 158,457,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2005," 10,360 "," 549,042,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2006," 10,298 "," 563,111,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2007," 11,832 "," 592,202,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2008," 11,203 "," 549,084,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2009," 10,668 "," 457,118,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2010," 10,708 "," 463,473,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2011," 10,878 "," 471,255,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2012," 9,216 "," 438,850,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2013," 8,744 "," 424,605,000 "
New York - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2014," 9,372 "," 464,195,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,1,Marine Construction,2005, 18 ," 1,388,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,1,Marine Construction,2006, 17 ," 1,122,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,1,Marine Construction,2007, 14 ," 1,408,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,1,Marine Construction,2008, 15 ," 1,369,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,1,Marine Construction,2009, 14 ," 1,068,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,1,Marine Construction,2010, 13 ," 1,564,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,1,Marine Construction,2011, 12 ," 1,561,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,1,Marine Construction,2012, 15 ," 1,476,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,1,Marine Construction,2013, 14 ," 1,544,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,1,Marine Construction,2014, 13 ," 1,082,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,2,Living Resources,2005, 20 ," 477,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,2,Living Resources,2006, 22 ," 435,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,2,Living Resources,2007, 25 ," 514,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,2,Living Resources,2008, 21 ," 350,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,2,Living Resources,2009, 21 ," 698,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,2,Living Resources,2010, 20 ," 545,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,2,Living Resources,2011, 15 ," 469,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,2,Living Resources,2012, 18 ," 318,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,2,Living Resources,2013, 21 ," 695,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,2,Living Resources,2014, 20 ," 480,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,3,Offshore Mineral Extraction,2005, 59 ," 2,344,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,3,Offshore Mineral Extraction,2006, 62 ," 2,643,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,3,Offshore Mineral Extraction,2007, 50 ," 4,110,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,3,Offshore Mineral Extraction,2008, 56 ," 5,561,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,3,Offshore Mineral Extraction,2009, 53 ," 4,096,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,3,Offshore Mineral Extraction,2010, 61 ," 5,107,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,3,Offshore Mineral Extraction,2011, 65 ," 4,637,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,3,Offshore Mineral Extraction,2012, 79 ," 4,874,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,3,Offshore Minerals,2013, 77 ," 4,778,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,3,Offshore Mineral Extraction,2014, 68 ," 3,765,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,4,Ship and Boat Building,2005," (9,999)"," (9,999)"
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,4,Ship and Boat Building,2006," (9,999)"," (9,999)"
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,4,Ship and Boat Building,2007," (9,999)"," (9,999)"
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,4,Ship and Boat Building,2008," (9,999)"," (9,999)"
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,4,Ship and Boat Building,2009," (9,999)"," (9,999)"
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,4,Ship and Boat Building,2010," (9,999)"," (9,999)"
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,4,Ship and Boat Building,2011," (9,999)"," (9,999)"
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,4,Ship and Boat Building,2012," (9,999)"," (9,999)"
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,4,Ship and Boat Building,2013," (9,999)"," (9,999)"
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,4,Ship and Boat Building,2014, -   , -   
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,5,Tourism and Recreation,2005, 28 ," 1,525,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,5,Tourism and Recreation,2006, 32 ," 1,627,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,5,Tourism and Recreation,2007, 29 ," 1,514,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,5,Tourism and Recreation,2008, 30 ," 1,494,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,5,Tourism and Recreation,2009, 38 ," 1,460,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,5,Tourism and Recreation,2010, 35 ," 1,452,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,5,Tourism and Recreation,2011, 33 ," 1,629,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,5,Tourism and Recreation,2012, 36 ," 2,157,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,5,Tourism and Recreation,2013, 40 ," 2,511,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,5,Tourism and Recreation,2014, 33 ," 2,016,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,6,Marine Transportation,2005, 28 ," 2,758,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,6,Marine Transportation,2006, 29 ," 2,217,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,6,Marine Transportation,2007, 28 ," 1,542,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,6,Marine Transportation,2008, 28 ," 802,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,6,Marine Transportation,2009, 33 ," 1,243,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,6,Marine Transportation,2010, 31 ," 1,230,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,6,Marine Transportation,2011, 31 ," 2,251,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,6,Marine Transportation,2012, 37 ," 2,742,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,6,Marine Transportation,2013, 30 ," 2,042,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,6,Marine Transportation,2014, 30 ," 1,984,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,9,All Ocean Sectors,2005, 153 ," 8,492,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,9,All Ocean Sectors,2006, 162 ," 8,044,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,9,All Ocean Sectors,2007, 146 ," 9,088,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,9,All Ocean Sectors,2008, 150 ," 9,576,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,9,All Ocean Sectors,2009, 159 ," 8,565,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,9,All Ocean Sectors,2010, 160 ," 9,898,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,9,All Ocean Sectors,2011, 156 ," 10,547,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,9,All Ocean Sectors,2012, 185 ," 11,567,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,9,All Ocean Sectors,2013, 182 ," 11,570,000 "
Pennsylvania - Great Lakes,Great Lakes,Multi Region State,9,All Ocean Sectors,2014, 167 ," 9,575,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,1,Marine Construction,2005, 70 ," 8,367,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,1,Marine Construction,2006, 71 ," 5,601,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,1,Marine Construction,2007, 63 ," 4,861,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,1,Marine Construction,2008, 57 ," 4,337,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,1,Marine Construction,2009, 54 ," 3,621,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,1,Marine Construction,2010, 50 ," 3,491,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,1,Marine Construction,2011, 48 ," 2,574,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,1,Marine Construction,2012, 46 ," 2,591,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,1,Marine Construction,2013, 39 ," 3,270,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,1,Marine Construction,2014, 40 ," 2,571,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,2,Living Resources,2005, 81 ," 4,337,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,2,Living Resources,2006, 85 ," 3,998,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,2,Living Resources,2007, 108 ," 4,895,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,2,Living Resources,2008, 86 ," 4,748,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,2,Living Resources,2009, 89 ," 5,229,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,2,Living Resources,2010, 79 ," 5,469,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,2,Living Resources,2011, 76 ," 5,630,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,2,Living Resources,2012, 91 ," 6,574,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,2,Living Resources,2013, 92 ," 6,328,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,2,Living Resources,2014, 81 ," 5,544,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,3,Offshore Mineral Extraction,2005, 20 ," 555,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,3,Offshore Mineral Extraction,2006, 13 ," 266,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,3,Offshore Mineral Extraction,2007, 8 ," 397,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,3,Offshore Mineral Extraction,2008, 8 ," 201,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,3,Offshore Mineral Extraction,2009, 8 ," 296,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,3,Offshore Mineral Extraction,2010, 5 ," 181,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,3,Offshore Mineral Extraction,2011, 6 ," 272,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,3,Offshore Mineral Extraction,2012, 9 ," 665,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,3,Offshore Minerals,2013, 17 ," 653,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,3,Offshore Mineral Extraction,2014, 11 ," 1,071,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,4,Ship and Boat Building,2005, 8 ," 852,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,4,Ship and Boat Building,2006, 8 ," 348,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,4,Ship and Boat Building,2007, 4 ," 385,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,4,Ship and Boat Building,2008, 7 ," 306,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,4,Ship and Boat Building,2009," (9,999)"," (9,999)"
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,4,Ship and Boat Building,2010," (9,999)"," (9,999)"
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,4,Ship and Boat Building,2011, 6 ," 611,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,4,Ship and Boat Building,2012, 19 ," 1,328,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,4,Ship and Boat Building,2013," (9,999)"," (9,999)"
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,4,Ship and Boat Building,2014, 12 ," 1,232,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2005, 488 ," 25,811,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2006, 497 ," 27,576,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2007, 481 ," 28,494,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2008, 474 ," 29,593,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2009, 454 ," 25,245,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2010, 479 ," 26,330,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2011, 478 ," 24,761,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2012, 491 ," 24,707,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2013, 455 ," 24,472,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,5,Tourism and Recreation,2014, 488 ," 24,805,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2005, 125 ," 14,037,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2006, 125 ," 7,245,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2007, 192 ," 8,628,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2008, 193 ," 7,248,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2009, 203 ," 7,722,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2010, 209 ," 9,183,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2011, 205 ," 8,871,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2012, 210 ," 9,295,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2013, 217 ," 8,449,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,6,Marine Transportation,2014, 256 ," 8,944,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2005, 792 ," 53,959,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2006, 799 ," 45,034,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2007, 856 ," 47,660,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2008, 825 ," 46,433,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2009, 818 ," 42,335,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2010, 831 ," 45,142,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2011, 819 ," 42,719,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2012, 866 ," 45,160,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2013, 833 ," 43,882,000 "
Pennsylvania - Mid Atlantic,Mid Atlantic,Multi Region State,9,All Ocean Sectors,2014, 885 ," 43,919,000 "
